SR_No,Survey Registered Date,Survey ID,Mode of Survey,Survey Location,Survey Type,Survey Subtype,LR No,LR Date,Vehicle Number,Other Vehicle Numbers,Vehicle Gross Weight (Kg),Vehicle Tare Weight (Kg),UOM,Cargo Length,Cargo Breadth,Cargo Height,Cargo Weight (Kg),Gross Weight (KG),Unit of Qty,Product Qty,Unit Rate,Tax Rate,Gross Total,Invoice Date,Invoice Value,Sum Assured,Consignor GSTIN,Consignor Name,Consignor City,Consignor State,Consignee GSTIN,Consignee Name,Consignee City,Consignee State,Insurer GSTIN,Insurer Name,Insurer City,Insurer State,Carrier GSTIN,Carrier Name,Carrier City,Carrier State,Shipped From,Shipped To,Weather at Loading Port,Weather at Destination Port,External Packaging Detail,Internal Packaging Detail,Other Packaging Detail,Marks and Numbers (Container/Conveyance),Marks and Numbers (Cargo),Package Observation (Container/Conveyance),Package Observation (Cargo),Lashing (Cargo),Dunnage and Chocking (Cargo),Damages and Other Observation (Container),Damages and Other Observation (Cargo),Invoice and Packing List,Copy of L/R or Delivery Challan,Copy of E-way Bill,Copy of Vehicle Registration Certificate,Copy of Vehicle Fitness Certificate,Date of Factory Stuffing,Date of Cargo expected to leave,Date of L/R (anticipated),Survey Completed Date,Status,Survey Done By,source,Exposure_Value,Delay_Days,Route,Delay_LR_minus_Stuffing,Delay_Stuffing_minus_LR,Delay_Abs_Days,HSN2,from_lat,from_lon,to_lat,to_lon,distance_km,is_intracity,distance_usable,invoice_value,gross_total,sum_assured,exposure_value,eWayBill,eWayBill_12,eWayBillDate,ewaybill_is_valid_12,ewaybill_digits,origin_city,destination_city,route,origin_lat,origin_lon,dest_lat,dest_lon,dispatch_date,arrival_date,delay_days,consignor,consignee,carrier,client_tag,source_file,pipeline_version,run_date,Driver License No,Driver DOB,Driver Mobile No,HSN Code,Product Model No,Product Description,Consignor Address,Consignor Pincode,Consignee Address,Consignee Pincode,Insurer Address,Insurer Pincode,Carrier Address,Carrier PIN,use_for_distance_analytics,near_zero_distance,must_have_nonnull,must_have_fill_rate,is_suspect_test_row,invoice_value_raw,gross_total_raw,sum_assured_raw,dispatch_dt,arrival_dt,delay_abs_days
106,2025-12-29,V2CSSRY101138,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ18AZ1984,,"18,200","5,063",FT,9.5,7.4,9.5,"9,000","9,000",Numbers,1,"55,12,900",18.0,,2025-12-29,,,24AAACV2809D1ZS,,VADODARA,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ18AZ1984,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000712,"Vehicle Number: GJ18AZ1984,  Other Vehicle Numbers: ,    Flatbed trailer",,Beltas 06 nos,Welding 10 nos,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-29,2025-12-29,2025-12-29,2025-12-29 09:33:18 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,632030008606.0,,2025-12-28,False,6320300086060,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP36 20210004820,2002-09-18 18:30:00,9328762266.0,84186100.0,Product Model No,ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M H),"Voltas limited, plot no 1 siddhi industrial near GEB waghodia 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
107,2025-12-30,V2CSSRY101140,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ01JT5841,,"18,500","8,800",FT,9.5,7.4,9.5,"8,998","9,000",Numbers,1,"55,12,900",18.0,,2025-12-30,,,24AAACV2809D1ZS,,VADODARA,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ01JT5841,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000812,"Vehicle Number: GJ01JT5841,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000812,Lashing 04 nose,Welding on base frame 08 nose,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-12-30,2025-12-30,2025-12-30,2025-12-30 01:57:26 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,602030182969.0,,2025-12-30,False,6020301829690,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP36 20180003055,1998-02-07 18:30:00,9328762266.0,84186100.0,Product Model No,ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M H),"Voltas limited, plot no 1 siddhi industrial near GEB waghodia 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
108,2026-01-02,V2CSSRY101143,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH04JU9299,,"15,710","5,030",FT,7.9,10.0,7.9,"10,000","10,000",Numbers,1,"68,00,000",18.0,,2026-01-02,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,27AAACV2809D1ZM,,Mumbai,Maharashtra,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH04JU9299,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000112,"Vehicle Number: MH04JU9299,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-02,2026-01-02,2026-01-02,2026-01-02 07:07:15 PM,Approved,Prashant,,,,,,,,,,,,,425.4633315419078,False,,8024000.0,8024000.0,8826400.0,8826400.0,602032433050.0,,2026-01-01,False,6020324330500,Vadodara,Pune,,22.2973142,73.1942567,18.5213738,73.8545071,,,,VOLTAS LIMITED,VOLTAS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP4720230003982,2003-12-31 18:30:00,8601936726.0,84186100.0,Product Model No, ACEGWFVXR5501M HPVA-WC VFD SCREW CHILLER (ACEGWFVXR5501,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,DR BABASAHEB AMBEDKAR ROAD    VOLTAS HOUSE A  CHINCHPOKLI,400033.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"80,24,000","80,24,000","88,26,400",,,
109,2026-01-06,V2CSSRY101152,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TD5317,,"18,500","6,700",FT,10.0,8.0,10.0,"9,500","9,500",Numbers,1,"55,12,900",18.0,,2026-01-06,,,24AAACV2809D1ZS,,Vadodara ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TD5317,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000912,"Vehicle Number: GJ27TD5317,  Other Vehicle Numbers: ,    Flatbed trailer",,10 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-06,2026-01-06,2026-01-06,2026-01-06 10:55:40 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,642034757624.0,,2026-01-05,False,6420347576240,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ0120170976410,1996-05-18 18:30:00,9328762266.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M ,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
110,2026-01-07,V2CSSRY101153,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TD4692,,"18,500","6,700",FT,10.0,8.0,10.0,"9,500","9,500",Numbers,1,"55,12,900",18.0,,2026-01-06,,,24AAACV2809D1ZS,,Vadodara ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TD4692,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250001012 ,"Vehicle Number: GJ27TD4692,  Other Vehicle Numbers: ,    Flatbed trailer",,10 WELDING ON BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-07,2026-01-07,2026-01-07,2026-01-07 01:33:04 AM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,672034760928.0,,2026-01-05,False,6720347609280,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP3620200009170,1997-09-20 18:30:00,9328762266.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
111,2026-01-07,V2CSSRY101154,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ40GA7522,,"18,500","7,200",FT,10.0,8.0,10.0,"9,499","9,499",Numbers,1,"55,12,900",18.0,,2026-01-06,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ40GA7522,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250001101,"Vehicle Number: RJ40GA7522,  Other Vehicle Numbers: ,    Flatbed trailer",,10 WELDING N BASE FRAME ,3 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-07,2026-01-07,2026-01-07,2026-01-07 01:44:52 AM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,632034761408.0,,2026-01-05,False,6320347614080,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ4020200004918,2001-05-01 18:30:00,9328762266.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
112,2026-01-08,V2CSSRY101155,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,JH02BK5441,,"39,500","12,200",FT,9.3,7.4,9.3,"9,000","9,000",Numbers,2,"21,60,000",18.0,,2026-01-08,,,24AAACV2809D1ZS,,vadodara ,Gujarat,19AAACV2809D1ZJ,,North 24 Parganas,West Bengal,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: JH02BK5441,  Other Vehicle Numbers: ,    Flatbed trailer","UNIT SERIAL NUMBER W240002112,W250002811","Vehicle Number: JH02BK5441,  Other Vehicle Numbers: ,    Flatbed trailer",,24 WELDING ON BASE FRAME ,6 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-08,2026-01-08,2026-01-08,2026-01-08 01:36:18 PM,Approved,Prashant,,,,,,,,,,,,,1554.7662710016448,False,,5097600.0,5097600.0,5607360.0,5607360.0,602035668646.0,,2026-01-07,False,6020356686460,Vadodara,Howrah,,22.2973142,73.1942567,22.5736296,88.3251045,,,,VOLTAS LIMITED,VOLTAS LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,JH1220220004729,2003-03-06 18:30:00,9723332178.0,84186100.0,Product Model No, 1  ACEGAFXR1051ML105 TR 1C A/C FLOODED SCREW,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,"Tower-2,Plot No.5,Block- DP,Sector - V  8  805  SALT LAKE",700091.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"50,97,600","50,97,600","56,07,360",,,
113,2026-01-08,V2CSSRY101156,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06BT4536,,"18,500","8,390",METER,9.5,7.5,9.5,"5,000","5,000",Numbers,1,"26,41,146",18.0,,2026-01-08,,,24AAACV2809D1ZS,,Vadodara,Gujarat,,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AUVPD2913L1ZF,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06BT4536,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250001109,"Vehicle Number: GJ06BT4536,  Other Vehicle Numbers: ,    Flatbed trailer",,Lashing 02 nos,Welding for bas frame 08 nos,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-08,2026-01-08,2026-01-08,2026-01-08 11:28:41 PM,Approved,Prashant,,,,,,,,,,,,,1135.9867559418983,False,,3116552.0,3116552.0,3428207.0,3428207.0,622036147418.0,,2026-01-08,False,6220361474180,Vadodara,Bangalore,,22.2973142,73.1942567,12.9767936,77.590082,,,,VOLTAS LIMITED,BRIGADE TECH PARK,NAVEEN S DADHICH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP72 20020004074,1978-07-19 18:30:00,9173757440.0,84186100.0,Product Model No,ACEGAFVXR1101M H-A/C VFD SCREW CHILLER (ACEGAFVXR1101MH),"Voltas Limited, Plot no 1, Siddhi industrial near GEB, Waghodia  , Vadodara",391760.0,"Whitefiled Road Near ITPL, 'Pattandur Agrahara Village/ Bangalore,Bangalore,560066 10,India,  Karnataka",560066.0,Bank Street    34/38  Fort,400023.0,VIP ROAD  FIRST FLOOR  F-8  Vadodara,390018.0,True,False,11,1.0,False,"31,16,552","31,16,552","34,28,207",,,
114,2026-01-17,V2CSSRY101163,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH23AU1441,,"39,500","12,500",FT,9.3,7.5,9.3,"12,000","12,000",Numbers,1,"60,35,000",18.0,,2026-01-16,,,24AAACV2809D1ZS,,Vadodara,Gujarat,30AABCA8820A1ZI,,South Goa,Goa,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH23AU1441,  Other Vehicle Numbers: ,    Flatbed trailer",Serial No.: W250000801,"Vehicle Number: MH23AU1441,  Other Vehicle Numbers: ,    Flatbed trailer",,04 NOS LASHING,10 NOS WELDING FOR BASE FRAME,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-16,2026-01-16,2026-01-16,2026-01-17 09:47:41 AM,Approved,Prashant,,,,,,,,,,,,,792.9258251788015,False,,7121300.0,7121300.0,7833430.0,7833430.0,682040400884.0,,2026-01-15,False,6820404008840,Vadodara,South Goa,,22.2973142,73.1942567,15.2197327,74.1147213,,,,VOLTAS LIMITED,COMMSCOPE INDIA PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH23 20230006117,2002-02-22 18:30:00,9328762266.0,84186100.0,Product Model No,  ACEGAFXR2802ML280 TR 2C 2CKT A/C FLOODED SCREW CHP,"Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia",391760.0,Verna  Phase IV  Plot No.N-2  Salcete,403722.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"71,21,300","71,21,300","78,33,430",,,
115,2026-01-19,V2CSSRY101165,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AV9579,,"18,500","6,500",FT,9.0,7.4,9.0,"9,000","9,000",Numbers,1,"55,12,900",18.0,,2026-01-19,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06AV9579,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260001301,"Vehicle Number: GJ06AV9579,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-19,2026-01-19,2026-01-19,2026-01-19 06:00:20 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,662042098834.0,,2026-01-18,False,6620420988340,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,BR5520170022396,1996-01-01 18:30:00,7667640008.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia.",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
116,2026-01-19,V2CSSRY101166,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ23Y9229,,"18,000","5,883",FT,9.0,7.4,9.0,"8,998","8,998",Numbers,1,"55,12,900",18.0,,2026-01-19,,,24AAACV2809D1ZS,,VADODARA,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ23Y9229,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260001201,"Vehicle Number: GJ23Y9229,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-19,2026-01-19,2026-01-19,2026-01-19 07:02:04 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,622042157290.0,,2026-01-18,False,6220421572900,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP9220150007955,1994-08-24 18:30:00,9558408392.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
117,2026-01-19,V2CSSRY101167,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06BX9212,,"18,500","7,370",FT,9.0,7.4,9.0,"8,900","8,900",Numbers,1,"55,12,900",18.0,,2026-01-19,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAKCK4535F1ZM,,Surat,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06BX9212,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W260001401,"Vehicle Number: GJ06BX9212,  Other Vehicle Numbers: ,    Flatbed trailer",,12 WELDING ON BASE FRAME ,4 BELT USE ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2026-01-19,2026-01-19,2026-01-19,2026-01-19 11:28:20 PM,Approved,Prashant,,,,,,,,,,,,,126.62300478255521,False,,6505222.0,6505222.0,7155744.0,7155744.0,692042348907.0,,2026-01-18,False,6920423489070,Vadodara,Surat,,22.2973142,73.1942567,21.2094892,72.8317058,,,,VOLTAS LIMITED,KARTIK REFRIGERATION PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,GJ1720030003080,1982-12-31 18:30:00,7990629384.0,84186100.0,Product Model No, ACEGAFVXR2802M HTHS-AC VFD SCREW CHILLER (ACEGAFVXR2802M," Plot No.1, Siddhi Industrial Infrastructure Park. Near GEB Substation, Opp. Persang Alloys Waghodia Road,Village Waghodia. VADODARA-VADODARA 391760",391760.0,A. K. Road  Ground Floor  Plot No 17-18-19  Surat,395006.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"65,05,222","65,05,222","71,55,744",,,
